timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1540817691209,109,[/geoserver/DLM/wms] GetCapabilities KVP 1.3.0,200,OK,Test 1-1,text,true,,190211,188,1,1,79,0,9
1540817691827,643,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 0 Image/Format PNG,200,OK,Test 1-1,bin,true,,99386,338,1,1,621,0,0
1540817692499,869,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 1 Image/Format PNG,200,OK,Test 1-1,bin,true,,284334,339,1,1,832,0,0
1540817693388,330,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 2 Image/Format PNG,200,OK,Test 1-1,bin,true,,243689,336,1,1,307,0,2
1540817693735,169,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 3 Image/Format PNG,200,OK,Test 1-1,bin,true,,166736,340,1,1,134,0,0
1540817693921,133,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 4 Image/Format PNG,200,OK,Test 1-1,bin,true,,107856,340,1,1,125,0,0
1540817694073,47,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 5 Image/Format PNG,200,OK,Test 1-1,bin,true,,62096,339,1,1,42,0,0
1540817694135,50,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 6 Image/Format PNG,200,OK,Test 1-1,bin,true,,35393,338,1,1,50,0,0
1540817694204,77,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 7 Image/Format PNG,200,OK,Test 1-1,bin,true,,20386,340,1,1,77,0,0
1540817694296,63,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 8 Image/Format PNG,200,OK,Test 1-1,bin,true,,15654,339,1,1,63,0,0
1540817694376,49,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 9 Image/Format PNG,200,OK,Test 1-1,bin,true,,9845,340,1,1,49,0,0
1540817694439,54,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 10 Image/Format PNG,200,OK,Test 1-1,bin,true,,4608,340,1,1,51,0,0
1540817694506,42,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 11 Image/Format PNG,200,OK,Test 1-1,bin,true,,4608,339,1,1,42,0,0
1540817694562,33,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 12 Image/Format PNG,200,OK,Test 1-1,bin,true,,4608,338,1,1,33,0,0
1540817694610,31,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 13 Image/Format PNG,200,OK,Test 1-1,bin,true,,4608,339,1,1,29,0,0
1540817694653,31,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 14 Image/Format PNG,200,OK,Test 1-1,bin,true,,4608,339,1,1,31,0,0
1540817694700,595,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 0 Image/Format JPG,200,OK,Test 1-1,bin,true,,39760,339,1,1,595,0,0
1540817695307,839,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 1 Image/Format JPG,200,OK,Test 1-1,bin,true,,139902,340,1,1,833,0,0
1540817696158,351,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 2 Image/Format JPG,200,OK,Test 1-1,bin,true,,146316,337,1,1,342,0,1
1540817696521,154,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 3 Image/Format JPG,200,OK,Test 1-1,bin,true,,122538,341,1,1,147,0,0
1540817696687,109,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 4 Image/Format JPG,200,OK,Test 1-1,bin,true,,88438,341,1,1,89,0,0
1540817696814,90,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 5 Image/Format JPG,200,OK,Test 1-1,bin,true,,53901,340,1,1,90,0,0
1540817696915,48,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 6 Image/Format JPG,200,OK,Test 1-1,bin,true,,29554,339,1,1,48,0,0
1540817696975,45,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 7 Image/Format JPG,200,OK,Test 1-1,bin,true,,15837,341,1,1,44,0,0
1540817697031,61,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 8 Image/Format JPG,200,OK,Test 1-1,bin,true,,10577,340,1,1,61,0,0
1540817697103,62,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 9 Image/Format JPG,200,OK,Test 1-1,bin,true,,5766,341,1,1,62,0,0
1540817697179,73,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 10 Image/Format JPG,200,OK,Test 1-1,bin,true,,2268,341,1,1,73,0,0
1540817697264,41,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 11 Image/Format JPG,200,OK,Test 1-1,bin,true,,2268,340,1,1,41,0,0
1540817697316,40,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 12 Image/Format JPG,200,OK,Test 1-1,bin,true,,2268,339,1,1,40,0,0
1540817697367,40,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 13 Image/Format JPG,200,OK,Test 1-1,bin,true,,2268,340,1,1,40,0,0
1540817697418,39,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 14 Image/Format JPG,200,OK,Test 1-1,bin,true,,2268,340,1,1,39,0,0
1540817697458,59,[/geoserver/DLM/wms] GetCapabilities KVP 1.3.0,200,OK,Test 1-1,text,true,,190211,188,1,1,35,0,0
1540817697660,638,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 0 Image/Format PNG,200,OK,Test 1-1,bin,true,,99386,338,1,1,630,0,0
1540817698310,834,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 1 Image/Format PNG,200,OK,Test 1-1,bin,true,,284334,339,1,1,809,0,2
1540817699157,332,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 2 Image/Format PNG,200,OK,Test 1-1,bin,true,,243689,336,1,1,317,0,0
1540817699500,140,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 3 Image/Format PNG,200,OK,Test 1-1,bin,true,,166736,340,1,1,131,0,0
1540817699651,98,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 4 Image/Format PNG,200,OK,Test 1-1,bin,true,,107856,340,1,1,68,0,0
1540817699761,98,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 5 Image/Format PNG,200,OK,Test 1-1,bin,true,,62096,339,1,1,91,0,0
1540817699870,46,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 6 Image/Format PNG,200,OK,Test 1-1,bin,true,,35393,338,1,1,45,0,0
1540817699926,35,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 7 Image/Format PNG,200,OK,Test 1-1,bin,true,,20386,340,1,1,34,0,0
1540817699972,32,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 8 Image/Format PNG,200,OK,Test 1-1,bin,true,,15654,339,1,1,32,0,0
1540817700018,33,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 9 Image/Format PNG,200,OK,Test 1-1,bin,true,,9845,340,1,1,33,0,0
1540817700061,30,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 10 Image/Format PNG,200,OK,Test 1-1,bin,true,,4608,340,1,1,30,0,0
1540817700102,31,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 11 Image/Format PNG,200,OK,Test 1-1,bin,true,,4608,339,1,1,30,0,0
1540817700143,31,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 12 Image/Format PNG,200,OK,Test 1-1,bin,true,,4608,338,1,1,31,0,0
1540817700188,30,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 13 Image/Format PNG,200,OK,Test 1-1,bin,true,,4608,339,1,1,30,0,0
1540817700233,30,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 14 Image/Format PNG,200,OK,Test 1-1,bin,true,,4608,339,1,1,27,0,0
1540817700274,561,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 0 Image/Format JPG,200,OK,Test 1-1,bin,true,,39760,339,1,1,561,0,0
1540817700845,865,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 1 Image/Format JPG,200,OK,Test 1-1,bin,true,,139902,340,1,1,848,0,2
1540817701723,350,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 2 Image/Format JPG,200,OK,Test 1-1,bin,true,,146316,337,1,1,343,0,0
1540817702083,164,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 3 Image/Format JPG,200,OK,Test 1-1,bin,true,,122538,341,1,1,164,0,0
1540817702258,85,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 4 Image/Format JPG,200,OK,Test 1-1,bin,true,,88438,341,1,1,79,0,0
1540817702354,58,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 5 Image/Format JPG,200,OK,Test 1-1,bin,true,,53901,340,1,1,58,0,0
1540817702424,51,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 6 Image/Format JPG,200,OK,Test 1-1,bin,true,,29554,339,1,1,51,0,0
1540817702487,47,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 7 Image/Format JPG,200,OK,Test 1-1,bin,true,,15837,341,1,1,47,0,0
1540817702545,41,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 8 Image/Format JPG,200,OK,Test 1-1,bin,true,,10577,340,1,1,38,0,0
1540817702597,39,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 9 Image/Format JPG,200,OK,Test 1-1,bin,true,,5766,341,1,1,39,0,0
1540817702647,231,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 10 Image/Format JPG,200,OK,Test 1-1,bin,true,,2268,341,1,1,231,0,0
1540817702890,44,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 11 Image/Format JPG,200,OK,Test 1-1,bin,true,,2268,340,1,1,44,0,2
1540817702945,42,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 12 Image/Format JPG,200,OK,Test 1-1,bin,true,,2268,339,1,1,39,0,0
1540817702997,42,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 13 Image/Format JPG,200,OK,Test 1-1,bin,true,,2268,340,1,1,42,0,0
1540817703050,44,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 14 Image/Format JPG,200,OK,Test 1-1,bin,true,,2268,340,1,1,44,0,0
1540817703095,55,[/geoserver/DLM/wms] GetCapabilities KVP 1.3.0,200,OK,Test 1-1,text,true,,190211,188,1,1,31,0,0
1540817703305,640,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 0 Image/Format PNG,200,OK,Test 1-1,bin,true,,99386,338,1,1,604,0,0
1540817703959,882,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 1 Image/Format PNG,200,OK,Test 1-1,bin,true,,284334,339,1,1,851,0,0
1540817704851,320,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 2 Image/Format PNG,200,OK,Test 1-1,bin,true,,243689,336,1,1,301,0,0
1540817705181,144,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 3 Image/Format PNG,200,OK,Test 1-1,bin,true,,166736,340,1,1,129,0,2
1540817705335,75,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 4 Image/Format PNG,200,OK,Test 1-1,bin,true,,107856,340,1,1,68,0,0
1540817705420,47,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 5 Image/Format PNG,200,OK,Test 1-1,bin,true,,62096,339,1,1,47,0,0
1540817705476,37,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 6 Image/Format PNG,200,OK,Test 1-1,bin,true,,35393,338,1,1,37,0,0
1540817705523,32,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 7 Image/Format PNG,200,OK,Test 1-1,bin,true,,20386,340,1,1,32,0,0
1540817705565,31,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 8 Image/Format PNG,200,OK,Test 1-1,bin,true,,15654,339,1,1,31,0,0
1540817705607,30,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 9 Image/Format PNG,200,OK,Test 1-1,bin,true,,9845,340,1,1,30,0,0
1540817705648,31,[/geoserver/DLM/wms] GetMap EPSG:3857 Zoom 10 Image/Format PNG,200,OK,Test 1-1,bin,true,,4608,340,1,1,31,0,0
